string_vrms___3f;VRMS:%.3f;VRMS:%.3f
string_bh___3f;BH:%.3f;BH:%.3f
string_no_codes_to_delete_;No codes to delete!;Keine Codes zu löschen!
string_baseid;BaseID;BaseID
string_job__s_is_opening___;Job %s is opening&#8230||;Job %s wird geöffnet&#8230||
string_uhf_freq;UHF Freq;UHF-Freq
string__1_d_survey___2_d_design;%1$d survey, %2$d design;%1$d Umfrage, %2$d Entwurf
string_gdop;GDOP;GDOP
string_ha_;HA:;HA:
string_fh_eu;FH EU;FH EU
string_rotation__s;Rotation:%s;Drehung:%s
string_measures_collected;Measures collected;Erfasste Maßnahmen
string_field_name_is_empty_;Field name is empty!;Feldname ist leer!
string_do_you_want_to_edit__d_points_simultinuously_;Do you want to edit %d points simultinuously?;Wollen Sie %d Punkte gleichzeitig bearbeiten?
string_inclination_martix_receiver;Inclination Martix Receiver;Neigung Martix-Empfänger
string_inclination_x_controller;Inclination X Controller;Neigung X-Controller
string_use_fix_or_float;Use Fix or Float;Fix oder Float verwenden
string_id_;id:;id:
string__none_;&lt||none&gt||;Keiner
string_identical_points;Identical Points;Identische Punkte
string_the_job_is_empty;The job is empty;Der Job ist leer
string_mapinfo___mif____tab;MapInfo *.mif, *.tab;MapInfo *.mif, *.tab
string_rtk_base;RTK Base;RTK-Basis
string_point_from_base;Point from base;Punkt von Basis
string_can_t_change__d_ts_points_;can\'t change %d TS points!;kann %d TS Punkte nicht ändern!
string_restore_rtk_base;Restore RTK Base;RTK-Basis wiederherstellen
string_text_file_group____;Text file group *.*;Textdatei-Gruppe *.*
string_hr;HR;HR
string_ha;HA;HA
string_none;None;Keine
string_ts_point;TS point;TS-Punkt
string_trajectory;trajectory;Trajektorie
string_can_t_add_point__s_to_catalog_;Can\'t add point %s to catalog!;Kann Punkt %s nicht zum Katalog hinzufügen!
string_rtkbases;rtkbases;rtkbases
string_dst_;Dst:;Dst:
string_simcard;SimCard;SimCard
string_job_name_is_empty_;Job name is empty!;Jobname ist leer!
string_netcad___ncn;NetCAD *.ncn;NetCAD *.ncn
string_drawing;Drawing;Zeichnung
string_share_job;Share Job;Job teilen
string_satellite_count;Satellite Count;Satellitenzählung
string_survey_points;Survey Points;Vermessungspunkte
string_share_file_with___;Share file with&#8230||;Datei freigeben mit&#8230||
string_and_move_all__d_rover_points_from_it;And move all %d rover points from it;Und alle %d Roverpunkte daraus verschieben
string_multirtk_mode;MultiRTK Mode;MultiRTK-Modus
string__d_survey_points;%d survey points;%d Vermessungspunkte
string__vertices; vertices; Vermessungspunkte
string_delete__1_d_selected_points__of__2_d_;Delete %1$d selected points (of %2$d);Lösche %1$d ausgewählte Punkte (von %2$d)
string_total_station;Total Station;Total Station
string_dwg_is_unsuppurted;Dwg is unsuppurted;Dwg ist unsupportiert
string_autostop_;autostop ;autostop 
string_solution;Solution;Lösung
string_google_kml___kml;Google KML *.kml;Google KML *.kml
string_begin_time;Begin time;Beginn der Zeit
string_job_archiving_is_turned_off;Job Archiving is turned OFF;Job-Archivierung ist ausgeschaltet
string_download_job;Download Job;Job herunterladen
string_do_you_want_to_move_the_rtk_base_for__1_s__dn__2_s_de__3_s_dh__4_s_;Do you want to move the RTK base for %1$s (dn:%2$s de:%3$s dh:%4$s);Wollen Sie die RTK-Basis für %1$s (dn:%2$s de:%3$s dh:%4$s) verschieben
string_warning_;Warning!;Warnung!
string_to_total_station____gsi___sdr___raw___pnez_;to Total Station (*.gsi||*.sdr||*.raw||*.pnez);zur Totalstation (*.gsi||*.sdr||*.raw||*.pnez)
string_unprocessed;Unprocessed;Unverarbeitetes
string_code_number_already_exist_;Code number already exist!;Codenummer bereits vorhanden!
string__d_design_points;%d design points;%d Entwurfspunkte
string_point__1_s_was_successfully_added_into_catalog__2_s;Point %1$s was successfully added into catalog %2$s;Punkt %1$s wurde erfolgreich in Katalog %2$s eingefügt
string_wrong_mark_height_;Wrong mark height!;Falsche Markenhöhe!
string_view_images_audios;View Images/Audios;Bilder/Audios anzeigen
string_base_id;Base ID #;Basis ID #
string_rossreestr___xml;RossReestr *.xml;RossReestr *.xml
string_ch___3f;CH:%.3f;CH:%.3f
string_va_;VA:;VA:
string_downloading___;Downloading&#8230||;Downloaden&#8230||
string_folder__s_doesn_t_exist_;Folder %s doesn\'t exist!;Der Ordner %s existiert nicht!
string_justinlink_classificator___jlc;JustinLink classificator *.jlc;JustinLink-Klassifikator *.jlc
string_delete_code__s;Delete Code %s;Code %s löschen
string_do_you_want_to_set_code___1_s__for_all__2_d_points_;Do you want to set code \'%1$s\' for all %2$d points?;Möchten Sie den Code \'%1$s\' für alle %2$d Punkte setzen?
string_pdop;PDOP;PDOP
string_credo___top;Credo *.top;Credo *.top
string_rtpk_rms;RTPK RMS;RTPK RMS
string_time;Time;Zeit
string_design_points;Design Points;Entwurf Punkte
string_correction_source;Correction Source;Korrektur Quelle
string_report______;Report (*.*);Bericht (*.*)
string_fh_usa;FH USA;FH USA
string_filename;Jps file;Jps-Datei
string_instrument_height;Instrument Height;Gerätehöhe
string_antenna_id_is_not_selected_;Antenna Id is not selected!;Antennen-Id ist nicht ausgewählt!
string_mark;Mark;Markierung
string_autocad_drawing____dxf_;AutoCad Drawing (*.dxf);AutoCad-Zeichnung (*.dxf)
string_correction_source_protocol;Correction Source Protocol;Korrektur Quellenprotokoll
string_can_t_share_file_;Can\'t share file!;Kann die Datei nicht freigeben!
string_view_edit__s;View/Edit %s;Anzeigen/Bearbeiten %s
string_d_;D=;D=
string_select_job;Select Job;Job auswählen
string_inclination_martix_controller;Inclination Martix Controller;Neigung Martix Controller
string_hybrid_rtk;Hybrid RTK;Hybrid RTK
string__d_vertices;%d vertices;%d Scheitelpunkte
string_ah___3f;AH:%.3f;AH:%.3f
string_scale___6f;Scale:%.6f;Maßstab:%.6f
string_sokkia_sdr33___sdr;Sokkia SDR33 *.sdr;Sokkia SDR33 *.sdr
string_can_t_add_points_to_catalog_;Can\'t add points to catalog!;Kann keine Punkte zum Katalog hinzufügen!
string_base_dist_;Base dist:;Basis dist:
string_point__s_already_exists_;Point %s already exists!;Punkt %s existiert bereits!
string_do_you_want_to_delete__1_d__2_s_;Do you want to delete %1$d %2$s?;Wollen Sie %1$d %2$s löschen?
