description_points3_arc;3-Points Arc task calculates parameters for Arc based on 3 known points. The following is list of arc paramters - Radius (R), Angle (A), Arc Length (L), Chord (c ), Tangent (T), Middle Ordinate (m), Degree of Curvature (D);3-Punkte-Bogen Aufgabe berechnet die Parameter für den Bogen anhand von 3 bekannten Punkten. Es folgt eine Liste der Bogenparameter - Radius (R), Winkel (A), Bogenlänge (L), Sehne (c ), Tangens (T), mittlere Ordinate (m), Krümmungsgrad (D)
text_offset;Offset;Versatz
text_delta_n;&#x394||N;(N)
text_volume;Volume;Volumen
title_basic;Basic;Grundlegend
description_intersections;Intersection tasks by two points.\nDistance-Distance, Bearing-Bearing, Bearing-Distance, Two Line intersection, Diagonals and Resection tasks\n;Aufgaben zur Verschneidung durch zwei Punkte.\nAbstand-Distanz, Peilung-Lager, Peilung-Abstand, Zwei-Linien-Schnitt, Diagonalen und Resektionsaufgaben\n
description_along_line;The task computes position by two distance along line given by two points.;Die Aufgabe berechnet die Position durch zwei Abstände entlang einer Linie, die durch zwei Punkte gegeben ist.
description_line_offsets;The task divides line between two known points by equal segments based on point number of increment value. Also it creates additional number of tracks in parallel with given increment distance value.;Die Aufgabe teilt die Linie zwischen zwei bekannten Punkten durch gleiche Segmente, basierend auf der Punktnummer des Inkrementwertes. Außerdem erstellt sie eine zusätzliche Anzahl von Spuren parallel mit dem gegebenen Inkrement-Abstandswert.
title_resection;Resection;Resektion
text_d_chord;Degree of Curvature, chord;Grad der Krümmung, Sehne
title_stakeout_curve;Stakeout Curve;Abstecken Kurve
action_store;Store;Speichern
text_radius;Radius;Radius
title_triangle;Triangle;Dreieck
description_stakes;Stake tasks as\nDivide line, Line Offsets, Stake curves tasks\n;Absteckaufgaben wie\nLinie teilen, Linienversatz, Kurven abstecken Aufgaben\n
text_d3;D3;D3
text_d2;D2;D2
title_areas;Area/Perimeter;Fläche/Perimeter
text_point_coords;&#x002d||&#x002d||&#x002d||;&#x002d||&#x002d||&#x002d||
title_shift;Shift;Verschieben
text_isoline_heights;Isoline Heights (space delimited);Isolinienhöhen (durch Leerzeichen begrenzt)
title_divide_line;Divide Line;Linie unterteilen
description_rotate;The task moves existing points by given angle related to given point.;Die Aufgabe verschiebt vorhandene Punkte um einen gegebenen Winkel bezogen auf einen gegebenen Punkt.
title_direct;Direct;Direkt
string_height;Height;Höhe
title_average;Average;Durchschnitt
text_num_tracks;Number of Tracks;Anzahl der Tracks
text_track_increment;Track Incremenet;Spur Inkrement
text_left;Left;Links
string_save_report_to_file;Save Report to file;Bericht in Datei speichern
